Scholarship Name,Deadline,Amount,Description,Location,Years,Link
President&#039;s Scholarship,Unknown deadline,500,Selection is based upon superior academic ability.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidents-scholarship
Alumni Board Scholarship,Unknown deadline,500,"Applicant should have a minimum cumulative 3.5 GPA, show a strong desire to succeed, and demonstrate a diverse background in school and community activities. Financial need is considered.",No Geographic Restrictions,"['College freshman', 'College junior', 'Master&#039;s-level study', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/alumni-board-scholarship
Northwest Indian College Scholarship,Unknown deadline,500,Applicant must be a graduate of Northwest Indian Coll and demonstrate financial need.,No Geographic Restrictions,"['Master&#039;s-level study', 'College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/northwest-indian-college-scholarship
Donald H. Cole Graduate Fellowship,Unknown deadline,500,Applicant must be a student in the Master&#039;s Business Administration program.,No Geographic Restrictions,['Master&#039;s-level study'],https://www.collegescholarships.org/financial-aid/scholarship/donald-h-cole-graduate-fellowship
Paul and Jeannette Woodring Scholarship,Unknown deadline,500,"Applicant must have pre-college test scores in the top ten percent, have at least 30 college credits, and be preparing for a career in public school teaching at the elementary or secondary school level.",No Geographic Restrictions,"['College senior', 'College junior', 'Doctoral-level study', 'Master&#039;s-level study']",https://www.collegescholarships.org/financial-aid/scholarship/paul-and-jeannette-woodring-scholarship
Patrick L. Monahan Memorial Scholarship,Unknown deadline,500,Applicant must demonstrate promise of significant professional contributions.,No Geographic Restrictions,"['College junior', 'Master&#039;s-level study', 'College senior', 'Doctoral-level study', 'College sophomore', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/patrick-l-monahan-memorial-scholarship
U.S. Bank Minority Scholarship,Unknown deadline,500,"Applicant must be a declared major in a College of Business and Economics program, have a permanent residence in a community served by U.S. Bank, and demonstrate strong academic merit and potential. Applicant must be an African-American, Native American, Hispanic-American, or Asian/Pacific Islander.",No Geographic Restrictions,"['College junior', 'College sophomore', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/us-bank-minority-scholarship
Presser Foundation Scholarship,Unknown deadline,500,Applicant must be nominated by the music department faculty.,No Geographic Restrictions,['College senior'],https://www.collegescholarships.org/financial-aid/scholarship/presser-foundation-scholarship
Knapman Chemistry Scholarship,Unknown deadline,500,Applicant must have completed or be currently enrolled in Chemistry 353. Selection is based upon superior talent and achievement in chemistry or biochemistry.,No Geographic Restrictions,"['College junior', 'College senior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/knapman-chemistry-scholarship
1st Marine Division Association Scholarship,Unknown deadline,500,Applicants must be dependents of honorably discharged veterans of the 1st Marine Division or units attached to or supporting the Division who are now deceased or totally and permanently disabled for any reason. Applicants must attend an accredited university as full-time undergraduate students.,No Geographic Restrictions,"['College senior', 'College sophomore', 'College junior', 'College freshman']",https://www.collegescholarships.org/financial-aid/scholarship/1st-marine-division-association-scholarship
Hutton Honors College Scholarship,Unknown deadline,500,"Applicant must rank in the upper 10 percent of their graduating class, have a minimum combined SAT score of 1300 and/or a composite ACT score of 30, in addition to being admitted to the university by December 1 of their high school senior year. Selection for scholarship is based upon standardized test scores, high school academic performance, quality of writing in the essays on the application, letters of recommendation, and participation in extracurricular activities and work experience.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/hutton-honors-college-scholarship
Delta Gamma Foundation Scholarship,Unknown deadline,500,Applicant must be a member of Delta Gamma fraternity.,No Geographic Restrictions,"['College junior', 'College sophomore', 'College senior']",https://www.collegescholarships.org/financial-aid/scholarship/delta-gamma-foundation-scholarship
College Fee Waiver,Unknown deadline,500,"Applicant must be a California resident who is planning to attend a California public community college or university, and who is the child of a veteran who has a service-connected disability or who died a service-related death. Annual income, including support from parents, cannot exceed $8,480.",California,"['Other postgraduate-level study', 'Doctoral-level study', 'College sophomore', 'College freshman', 'College senior', 'Master&#039;s-level study', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/college-fee-waiver
Thomas S. Monson Presidential Scholarship,Unknown deadline,500,"Applicant must be currently attending their final year of high school, be an active and worthy member of The Church of Jesus Christ of Latter-day Saints, and have academic credentials in the multi-year scholarship range on the freshmen matrix (eight semesters full LDS tuition). Admissions materials are required to be submitted.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/thomas-s-monson-presidential-scholarship
Heritage Scholarship,Unknown deadline,500,Applicant must be an incoming freshman student.,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/heritage-scholarship
Hallmark Scholarship,Unknown deadline,500,"Applicant must be a National Merit, National Hispanic, or National Achievement semifinalist.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/hallmark-scholarship
Regents Scholarship,Unknown deadline,500,"Selection is based upon cumulative GPA, class rank, and standardized test scores.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/regents-scholarship-1
Presidential Scholarship,Unknown deadline,500,"Selection is based upon standardized test scores, high school GPA, and class rank.",No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidential-scholarship-6
Presidential Scholarship,Unknown deadline,500,"Applicant must have a minimum 3.5 cumulative GPA, minimum composite ACT score of 22 or combined SAT I score of 1010.",Michigan,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/presidential-scholarship-7
Presidential Scholarship for Community College Graduates,Unknown deadline,500,Applicant must have a minimum cumulative 3.5 GPA and be a resident of Michigan. Applicant must have an associate&#039;s degree and/or a minimum of 50 transferable credit hours from a Michigan community college. Maximum 16 semester hours (24 quarter hours) earned at a four-year institution is allowed toward eligibility.,Michigan,['No Restrictions'],https://www.collegescholarships.org/financial-aid/scholarship/presidential-scholarship-for-community-college-graduates
Minority Teachers of Illinois Scholarship,Unknown deadline,500,"Applicant must be a minority student of African-American, Hispanic, Asian-American or Native American origin. Applicant must be enrolled in a teacher education program or curriculum leading to initial teacher certification at a qualified Illinois institution of higher education.",Illinois,"['College senior', 'College junior', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/minority-teachers-of-illinois-scholarship
